uf,ano,cod_produto,produto,quantidade_t,valor_mil_rs
TO,2023,3435,7.3 - Madeira em tora,19068.0,3909.0
TO,2023,3438,8 - Oleaginosos,315.0,2134.0
TO,2023,3439,8.1 - Babaçu (amêndoa),288.0,1406.0
TO,2023,3440,8.2 - Copaíba (óleo),0.0,3.0
TO,2023,3446,8.8 - Outros,27.0,725.0
TO,2023,39409,1.7 - Pequi (fruto),3069.0,4057.0
TO,2024,11296,1.10 - Outros,243.0,1386.0
TO,2024,3402,1 - Alimentícios,3349.0,5820.0
TO,2024,3403,1.1 - Açaí (fruto),27.0,198.0
TO,2024,3407,1.5 - Mangaba (fruto),12.0,167.0
TO,2024,3408,1.6 - Palmito,1.0,10.0
TO,2024,3423,5 - Fibras,7.0,13.0
TO,2024,3424,5.1 - Buriti,6.0,6.0
TO,2024,3427,5.4 - Outras,1.0,7.0
TO,2024,3433,7.1 - Carvão vegetal,1370.0,2804.0
TO,2024,3434,7.2 - Lenha,347074.0,22942.0
TO,2024,3435,7.3 - Madeira em tora,11473.0,2451.0
TO,2024,3438,8 - Oleaginosos,1296.0,8580.0
TO,2024,3439,8.1 - Babaçu (amêndoa),1281.0,8205.0
TO,2024,3446,8.8 - Outros,15.0,375.0
TO,2024,39409,1.7 - Pequi (fruto),3065.0,4058.0
